"unique_id","population_count","measure_id","data_value","short_question_text"
"3651000-36047011700",2364,"ACCESS2",11.1,"Health Insurance"
"3651000-36047011800",2253,"ACCESS2",25,"Health Insurance"
"3651000-36047011900",1530,"ACCESS2",10.4,"Health Insurance"
"3651000-36047012000",1268,"ACCESS2",20.6,"Health Insurance"
"3651000-36047012100",1619,"ACCESS2",10.1,"Health Insurance"
"3651000-36047012200",5339,"ACCESS2",28.8,"Health Insurance"
"3651000-36047012600",2652,"ACCESS2",15.7,"Health Insurance"
"3651000-36047012700",3507,"ACCESS2",16,"Health Insurance"
"3651000-36047012801",2117,"ACCESS2",15.2,"Health Insurance"
"3651000-36047012901",2159,"ACCESS2",7.9,"Health Insurance"
"3651000-36047012902",1964,"ACCESS2",6.9,"Health Insurance"
"3651000-36047013000",4792,"ACCESS2",15.3,"Health Insurance"
"3651000-36047013100",3828,"ACCESS2",7.2,"Health Insurance"
"3651000-36047013200",2239,"ACCESS2",14.3,"Health Insurance"
"3651000-36047013300",3730,"ACCESS2",5.8,"Health Insurance"
"3651000-36047013400",3907,"ACCESS2",10.1,"Health Insurance"
"3651000-36047013500",3596,"ACCESS2",5.8,"Health Insurance"
"3651000-36047013600",3927,"ACCESS2",9.4,"Health Insurance"
"3651000-36047013700",3057,"ACCESS2",8.4,"Health Insurance"
"3651000-36047013800",3168,"ACCESS2",12.2,"Health Insurance"
"3651000-36047013900",3481,"ACCESS2",7.7,"Health Insurance"
"3651000-36047014000",1826,"ACCESS2",9.7,"Health Insurance"
"3651000-36047014100",3017,"ACCESS2",8.3,"Health Insurance"
"3651000-36047014200",3223,"ACCESS2",9.9,"Health Insurance"
"3651000-36047014300",3487,"ACCESS2",11.4,"Health Insurance"
"3651000-36047014500",4179,"ACCESS2",12.7,"Health Insurance"
"3651000-36047014700",2084,"ACCESS2",11.6,"Health Insurance"
"3651000-36047014800",1209,"ACCESS2",9.5,"Health Insurance"
"3651000-36047014900",4976,"ACCESS2",7.2,"Health Insurance"
"3651000-36047015000",1574,"ACCESS2",8.3,"Health Insurance"
"3651000-36047015100",3578,"ACCESS2",5.9,"Health Insurance"
"3651000-36047015200",2309,"ACCESS2",9.9,"Health Insurance"
"3651000-36047015300",3041,"ACCESS2",5,"Health Insurance"
"3651000-36047015500",3272,"ACCESS2",4.2,"Health Insurance"
"3651000-36047015700",4135,"ACCESS2",4.3,"Health Insurance"
"3651000-36047015900",5036,"ACCESS2",4.5,"Health Insurance"
"3651000-36047016000",4217,"ACCESS2",11.9,"Health Insurance"
"3651000-36047016100",3075,"ACCESS2",6.4,"Health Insurance"
"3651000-36047016200",2082,"ACCESS2",8,"Health Insurance"
"3651000-36047016300",2991,"ACCESS2",7.2,"Health Insurance"
"3651000-36047016400",764,"ACCESS2",10.6,"Health Insurance"
"3651000-36047016500",5141,"ACCESS2",4.2,"Health Insurance"
"3651000-36047016600",2059,"ACCESS2",6.5,"Health Insurance"
"3651000-36047016700",4638,"ACCESS2",4.8,"Health Insurance"
"3651000-36047016800",1510,"ACCESS2",7.5,"Health Insurance"
"3651000-36047016900",4497,"ACCESS2",7.8,"Health Insurance"
"3651000-36047017000",3254,"ACCESS2",11.3,"Health Insurance"
"3651000-36047017100",3749,"ACCESS2",5.1,"Health Insurance"
"3651000-36047017200",2931,"ACCESS2",10.1,"Health Insurance"
"3651000-36047017400",1793,"ACCESS2",8.9,"Health Insurance"
"3651000-36047017600",2295,"ACCESS2",14,"Health Insurance"
"3651000-36047017800",2898,"ACCESS2",14.4,"Health Insurance"
"3651000-36047017900",3624,"ACCESS2",11.4,"Health Insurance"
"3651000-36047018000",3193,"ACCESS2",14.6,"Health Insurance"
"3651000-36047018100",3936,"ACCESS2",6.8,"Health Insurance"
"3651000-36047018200",3163,"ACCESS2",14.6,"Health Insurance"
"3651000-36047018300",2500,"ACCESS2",7.2,"Health Insurance"
"3651000-36047018400",2002,"ACCESS2",10.6,"Health Insurance"
"3651000-36047018501",3827,"ACCESS2",24.2,"Health Insurance"
"3651000-36047018600",2124,"ACCESS2",11.5,"Health Insurance"
"3651000-36047018700",1411,"ACCESS2",9.8,"Health Insurance"
"3651000-36047018800",2640,"ACCESS2",11.4,"Health Insurance"
"3651000-36047019000",4782,"ACCESS2",17.9,"Health Insurance"
"3651000-36047019100",2332,"ACCESS2",9.9,"Health Insurance"
"3651000-36047019200",2772,"ACCESS2",16.9,"Health Insurance"
"3651000-36047019300",5628,"ACCESS2",10.1,"Health Insurance"
"3651000-36047019400",3305,"ACCESS2",19.5,"Health Insurance"
"3651000-36047019500",3366,"ACCESS2",7.2,"Health Insurance"
"3651000-36047019600",4353,"ACCESS2",17.9,"Health Insurance"
"3651000-36047019700",3313,"ACCESS2",6.7,"Health Insurance"
"3651000-36047019800",1702,"ACCESS2",12.3,"Health Insurance"
"3651000-36047019900",2929,"ACCESS2",7.5,"Health Insurance"
"3651000-36047020000",2265,"ACCESS2",15.1,"Health Insurance"
"3651000-36047020100",3421,"ACCESS2",6.3,"Health Insurance"
"3651000-36047020200",1874,"ACCESS2",8.7,"Health Insurance"
"3651000-36047020300",1697,"ACCESS2",9.3,"Health Insurance"
"3651000-36047020400",1708,"ACCESS2",10.1,"Health Insurance"
"3651000-36047020500",2469,"ACCESS2",7.3,"Health Insurance"
"3651000-36047020600",2220,"ACCESS2",9.7,"Health Insurance"
"3651000-36047020700",4310,"ACCESS2",6.7,"Health Insurance"
"3651000-36047020800",3048,"ACCESS2",13.3,"Health Insurance"
"3651000-36047021000",3968,"ACCESS2",15.6,"Health Insurance"
"3651000-36047021100",1210,"ACCESS2",14.5,"Health Insurance"
"3651000-36047021200",4643,"ACCESS2",21,"Health Insurance"
"3651000-36047021300",4205,"ACCESS2",11.7,"Health Insurance"
"3651000-36047021400",2152,"ACCESS2",18.4,"Health Insurance"
"3651000-36047021500",5307,"ACCESS2",8.8,"Health Insurance"
"3651000-36047021600",4015,"ACCESS2",14.6,"Health Insurance"
"3651000-36047021700",3597,"ACCESS2",10,"Health Insurance"
"3651000-36047021800",3761,"ACCESS2",16.5,"Health Insurance"
"3651000-36047021900",3595,"ACCESS2",11.1,"Health Insurance"
"3651000-36047022000",4939,"ACCESS2",15.7,"Health Insurance"
"3651000-36047022100",3609,"ACCESS2",13.3,"Health Insurance"
"3651000-36047022200",4693,"ACCESS2",17.7,"Health Insurance"
"3651000-36047022400",5486,"ACCESS2",18,"Health Insurance"
"3651000-36047022600",2516,"ACCESS2",29.2,"Health Insurance"
"3651000-36047022700",3454,"ACCESS2",10.3,"Health Insurance"
"3651000-36047022800",3306,"ACCESS2",20.1,"Health Insurance"
"3651000-36047022900",3395,"ACCESS2",10.2,"Health Insurance"
"3651000-36047023000",4515,"ACCESS2",20,"Health Insurance"
"3651000-36047023100",3025,"ACCESS2",8.9,"Health Insurance"
"3651000-36047023200",5699,"ACCESS2",16.5,"Health Insurance"
"3651000-36047023300",5061,"ACCESS2",14.3,"Health Insurance"
"3651000-36047023400",5059,"ACCESS2",14.1,"Health Insurance"
"3651000-36047023500",3928,"ACCESS2",17.3,"Health Insurance"
"3651000-36047023600",5600,"ACCESS2",15,"Health Insurance"
"3651000-36047023800",4590,"ACCESS2",14.1,"Health Insurance"
"3651000-36047024000",4693,"ACCESS2",16.2,"Health Insurance"
"3651000-36047024100",2229,"ACCESS2",13.8,"Health Insurance"
"3651000-36047024200",2984,"ACCESS2",14.2,"Health Insurance"
"3651000-36047024300",3786,"ACCESS2",12.1,"Health Insurance"
"3651000-36047024400",3238,"ACCESS2",14.6,"Health Insurance"
"3651000-36047024500",3946,"ACCESS2",12,"Health Insurance"
"3651000-36047024600",3256,"ACCESS2",13.8,"Health Insurance"
"3651000-36047024700",2316,"ACCESS2",14.2,"Health Insurance"
"3651000-36047024800",2698,"ACCESS2",15.6,"Health Insurance"
"3651000-36047024900",3823,"ACCESS2",10.5,"Health Insurance"
"3651000-36047025000",1722,"ACCESS2",17.2,"Health Insurance"
"3651000-36047025100",3816,"ACCESS2",18.1,"Health Insurance"
"3651000-36047025200",4786,"ACCESS2",13.8,"Health Insurance"
"3651000-36047025300",2754,"ACCESS2",12.4,"Health Insurance"
"3651000-36047025400",3500,"ACCESS2",14.7,"Health Insurance"
"3651000-36047025500",5102,"ACCESS2",28.1,"Health Insurance"
"3651000-36047025600",3058,"ACCESS2",14.4,"Health Insurance"
"3651000-36047025700",2131,"ACCESS2",17.4,"Health Insurance"
"3651000-36047025800",4597,"ACCESS2",15.4,"Health Insurance"
"3651000-36047025901",2010,"ACCESS2",18.7,"Health Insurance"
"3651000-36047025902",3419,"ACCESS2",31.7,"Health Insurance"
"3651000-36047026000",3649,"ACCESS2",14.3,"Health Insurance"
"3651000-36047026100",4917,"ACCESS2",14.3,"Health Insurance"
"3651000-36047026200",2374,"ACCESS2",13.2,"Health Insurance"
"3651000-36047026300",1868,"ACCESS2",14.8,"Health Insurance"
"3651000-36047026400",4592,"ACCESS2",16.9,"Health Insurance"
"3651000-36047026500",3838,"ACCESS2",15.8,"Health Insurance"
"3651000-36047026600",3733,"ACCESS2",14,"Health Insurance"
"3651000-36047026700",3920,"ACCESS2",11.3,"Health Insurance"
"3651000-36047026800",4188,"ACCESS2",13.3,"Health Insurance"
"3651000-36047026900",2770,"ACCESS2",11.7,"Health Insurance"
"3651000-36047027000",2449,"ACCESS2",11.1,"Health Insurance"
"3651000-36047027100",2471,"ACCESS2",11.8,"Health Insurance"
"3651000-36047027200",3480,"ACCESS2",14.3,"Health Insurance"
"3651000-36047027300",2813,"ACCESS2",13.1,"Health Insurance"
"3651000-36047027400",3028,"ACCESS2",12.8,"Health Insurance"
"3651000-36047027500",4180,"ACCESS2",12.1,"Health Insurance"
"3651000-36047027600",3694,"ACCESS2",15.7,"Health Insurance"
"3651000-36047027700",3945,"ACCESS2",16.5,"Health Insurance"
"3651000-36047027800",3220,"ACCESS2",14.7,"Health Insurance"
"3651000-36047027900",3674,"ACCESS2",12.9,"Health Insurance"
"3651000-36047028000",1761,"ACCESS2",12.4,"Health Insurance"
"3651000-36047028100",4193,"ACCESS2",22.9,"Health Insurance"
"3651000-36047028200",2943,"ACCESS2",11.6,"Health Insurance"
"3651000-36047028300",4097,"ACCESS2",21.9,"Health Insurance"
"3651000-36047028400",4003,"ACCESS2",14.4,"Health Insurance"
"3651000-36047028501",428,"ACCESS2",17.7,"Health Insurance"
"3651000-36047028502",2802,"ACCESS2",28.8,"Health Insurance"
"3651000-36047028600",4814,"ACCESS2",12.5,"Health Insurance"
"3651000-36047028700",2991,"ACCESS2",17.9,"Health Insurance"
"3651000-36047028800",3458,"ACCESS2",13.9,"Health Insurance"
"3651000-36047028900",3538,"ACCESS2",17.5,"Health Insurance"
"3651000-36047029000",3920,"ACCESS2",10.3,"Health Insurance"
"3651000-36047029100",3101,"ACCESS2",13.5,"Health Insurance"
"3651000-36047029200",2539,"ACCESS2",14.3,"Health Insurance"
"3651000-36047029300",3106,"ACCESS2",14.3,"Health Insurance"
"3651000-36047029400",2321,"ACCESS2",14.6,"Health Insurance"
"3651000-36047029500",3425,"ACCESS2",10.6,"Health Insurance"
"3651000-36047029600",5546,"ACCESS2",10.6,"Health Insurance"
"3651000-36047029700",3344,"ACCESS2",12.3,"Health Insurance"
"3651000-36047029800",3717,"ACCESS2",14,"Health Insurance"
"3651000-36047029900",2579,"ACCESS2",21.9,"Health Insurance"
"3651000-36047030000",4120,"ACCESS2",14.4,"Health Insurance"
"3651000-36047030100",2750,"ACCESS2",13.2,"Health Insurance"
"3651000-36047030200",4214,"ACCESS2",11.5,"Health Insurance"
"3651000-36047030300",4458,"ACCESS2",20.6,"Health Insurance"
"3651000-36047030400",4281,"ACCESS2",13.1,"Health Insurance"
"3651000-36047030500",5549,"ACCESS2",10.1,"Health Insurance"
"3651000-36047030600",2005,"ACCESS2",14.6,"Health Insurance"
"3651000-36047030700",4544,"ACCESS2",18.9,"Health Insurance"
"3651000-36047030800",1949,"ACCESS2",11.9,"Health Insurance"
"3651000-36047030900",1754,"ACCESS2",18.8,"Health Insurance"
"3651000-36047031100",2833,"ACCESS2",13.8,"Health Insurance"
"3651000-36047031300",4648,"ACCESS2",12,"Health Insurance"
"3651000-36047031400",4544,"ACCESS2",10.9,"Health Insurance"
"3651000-36047031500",5175,"ACCESS2",11.8,"Health Insurance"
"3651000-36047031701",3433,"ACCESS2",9.1,"Health Insurance"
"3651000-36047031702",3363,"ACCESS2",11.2,"Health Insurance"
"3651000-36047031900",3508,"ACCESS2",12.2,"Health Insurance"
"3651000-36047032100",5001,"ACCESS2",15,"Health Insurance"
"3651000-36047032300",3554,"ACCESS2",11.5,"Health Insurance"
"3651000-36047032500",6405,"ACCESS2",12.8,"Health Insurance"
"3651000-36047032600",6948,"ACCESS2",21.8,"Health Insurance"
"3651000-36047032700",2924,"ACCESS2",12.4,"Health Insurance"
"3651000-36047032800",3138,"ACCESS2",15.4,"Health Insurance"
"3651000-36047032900",5582,"ACCESS2",12.9,"Health Insurance"
"3651000-36047033000",4587,"ACCESS2",18.9,"Health Insurance"
"3651000-36047033100",4520,"ACCESS2",11.2,"Health Insurance"
"3651000-36047033300",4085,"ACCESS2",11.4,"Health Insurance"
"3651000-36047033500",3139,"ACCESS2",9.7,"Health Insurance"
"3651000-36047033600",4759,"ACCESS2",8.2,"Health Insurance"
"3651000-36047033700",4105,"ACCESS2",9.9,"Health Insurance"
"3651000-36047033900",4376,"ACCESS2",13.4,"Health Insurance"
"3651000-36047034000",2248,"ACCESS2",19.8,"Health Insurance"
"3651000-36047034100",2607,"ACCESS2",12.7,"Health Insurance"
"3651000-36047034200",6502,"ACCESS2",19.9,"Health Insurance"
"3651000-36047034300",5281,"ACCESS2",19.7,"Health Insurance"
"3651000-36047034500",2647,"ACCESS2",16.2,"Health Insurance"
"3651000-36047034700",3228,"ACCESS2",15.4,"Health Insurance"
"3651000-36047034800",2537,"ACCESS2",20.6,"Health Insurance"
"3651000-36047034900",5403,"ACCESS2",16.3,"Health Insurance"
"3651000-36047035000",3296,"ACCESS2",6.9,"Health Insurance"
"3651000-36047035100",4597,"ACCESS2",16,"Health Insurance"
"3651000-36047035200",1246,"ACCESS2",21.5,"Health Insurance"
"3651000-36047035300",5161,"ACCESS2",14.1,"Health Insurance"
"3651000-36047035400",6271,"ACCESS2",6,"Health Insurance"
"3651000-36047035500",5253,"ACCESS2",13.8,"Health Insurance"
"3651000-36047035601",2912,"ACCESS2",6.3,"Health Insurance"
"3651000-36047035602",5271,"ACCESS2",6.1,"Health Insurance"
"3651000-36047035700",2506,"ACCESS2",19.6,"Health Insurance"
"3651000-36047035900",5685,"ACCESS2",19.1,"Health Insurance"
"3651000-36047036001",3217,"ACCESS2",9,"Health Insurance"
"3651000-36047036002",3930,"ACCESS2",9.7,"Health Insurance"
"3651000-36047036100",2608,"ACCESS2",19.5,"Health Insurance"
"3651000-36047036200",4204,"ACCESS2",18.7,"Health Insurance"
"3651000-36047036300",4108,"ACCESS2",18.1,"Health Insurance"
"3651000-36047036400",2405,"ACCESS2",11.8,"Health Insurance"
"3651000-36047036501",2624,"ACCESS2",15.8,"Health Insurance"
"3651000-36047036502",1255,"ACCESS2",22.2,"Health Insurance"
"3651000-36047036600",4767,"ACCESS2",17,"Health Insurance"
"3651000-36047036700",1305,"ACCESS2",18.4,"Health Insurance"
"3651000-36047036900",4923,"ACCESS2",18.7,"Health Insurance"
"3651000-36047037000",4085,"ACCESS2",8.4,"Health Insurance"
"3651000-36047037100",4120,"ACCESS2",14.4,"Health Insurance"
"3651000-36047037300",3784,"ACCESS2",16.7,"Health Insurance"
"3651000-36047037401",4301,"ACCESS2",8.7,"Health Insurance"
"3651000-36047037402",4573,"ACCESS2",9.4,"Health Insurance"
"3651000-36047037500",2910,"ACCESS2",17.5,"Health Insurance"
"3651000-36047037700",3660,"ACCESS2",14.1,"Health Insurance"
"3651000-36047037900",3706,"ACCESS2",15.9,"Health Insurance"
"3651000-36047038100",4763,"ACCESS2",18.1,"Health Insurance"
"3651000-36047038200",5943,"ACCESS2",21.4,"Health Insurance"
"3651000-36047038300",3931,"ACCESS2",11.5,"Health Insurance"
"3651000-36047038500",3422,"ACCESS2",13.4,"Health Insurance"
"3651000-36047038600",3477,"ACCESS2",14,"Health Insurance"
"3651000-36047038700",4010,"ACCESS2",18.4,"Health Insurance"
"3651000-36047038800",3841,"ACCESS2",9.5,"Health Insurance"
"3651000-36047038900",2773,"ACCESS2",19.5,"Health Insurance"
"3651000-36047039000",2282,"ACCESS2",10.3,"Health Insurance"
"3651000-36047039100",2303,"ACCESS2",21.2,"Health Insurance"
"3651000-36047039200",2756,"ACCESS2",10.5,"Health Insurance"
"3651000-36047039300",3549,"ACCESS2",20.7,"Health Insurance"
"3651000-36047039400",2441,"ACCESS2",11.7,"Health Insurance"
"3651000-36047039500",3380,"ACCESS2",22.4,"Health Insurance"
"3651000-36047039600",2126,"ACCESS2",8.9,"Health Insurance"
"3651000-36047039700",3389,"ACCESS2",18.7,"Health Insurance"
"3651000-36047039800",2644,"ACCESS2",15.8,"Health Insurance"
"3651000-36047039900",3823,"ACCESS2",19.1,"Health Insurance"
"3651000-36047040000",3069,"ACCESS2",15.4,"Health Insurance"
"3651000-36047040100",3518,"ACCESS2",18,"Health Insurance"
"3651000-36047040200",2740,"ACCESS2",14.9,"Health Insurance"
"3651000-36047040300",3538,"ACCESS2",17.7,"Health Insurance"
"3651000-36047040400",2551,"ACCESS2",12.6,"Health Insurance"
"3651000-36047040500",1480,"ACCESS2",15.8,"Health Insurance"
"3651000-36047040600",3184,"ACCESS2",13.3,"Health Insurance"
"3651000-36047040800",3566,"ACCESS2",15.1,"Health Insurance"
"3651000-36047040900",3752,"ACCESS2",25.8,"Health Insurance"
"3651000-36047041000",1773,"ACCESS2",11.5,"Health Insurance"
"3651000-36047041100",3302,"ACCESS2",20.3,"Health Insurance"
"3651000-36047041200",2929,"ACCESS2",12.6,"Health Insurance"
"3651000-36047041300",3822,"ACCESS2",23,"Health Insurance"
"3651000-36047041401",1351,"ACCESS2",11,"Health Insurance"
"3651000-36047041402",1612,"ACCESS2",8.9,"Health Insurance"
"3651000-36047041500",4064,"ACCESS2",20.6,"Health Insurance"
"3651000-36047041600",2324,"ACCESS2",13.8,"Health Insurance"
"3651000-36047041700",3609,"ACCESS2",26.2,"Health Insurance"
"3651000-36047041800",2359,"ACCESS2",12.8,"Health Insurance"
"3651000-36047041900",3770,"ACCESS2",23.5,"Health Insurance"
"3651000-36047042000",1896,"ACCESS2",11.1,"Health Insurance"
"3651000-36047042100",3920,"ACCESS2",24.7,"Health Insurance"
"3651000-36047042200",3568,"ACCESS2",11.3,"Health Insurance"
"3651000-36047042300",4217,"ACCESS2",27.1,"Health Insurance"
"3651000-36047042400",3666,"ACCESS2",12.8,"Health Insurance"
"3651000-36047042500",3042,"ACCESS2",16.1,"Health Insurance"
"3651000-36047042600",4135,"ACCESS2",13.6,"Health Insurance"
"3651000-36047042700",5074,"ACCESS2",24.5,"Health Insurance"
"3651000-36047042800",3857,"ACCESS2",9.1,"Health Insurance"
"3651000-36047042900",5630,"ACCESS2",27.5,"Health Insurance"
"3651000-36047043000",3333,"ACCESS2",13.7,"Health Insurance"
"3651000-36047043100",5113,"ACCESS2",25.5,"Health Insurance"
"3651000-36047043200",4250,"ACCESS2",16.4,"Health Insurance"
"3651000-36047043300",4064,"ACCESS2",29.4,"Health Insurance"
"3651000-36047043400",3433,"ACCESS2",12.1,"Health Insurance"
"3651000-36047043500",4463,"ACCESS2",25.1,"Health Insurance"
"3651000-36047043600",4160,"ACCESS2",11.3,"Health Insurance"
"3651000-36047043700",5240,"ACCESS2",23.6,"Health Insurance"
"3651000-36047043800",2481,"ACCESS2",11.1,"Health Insurance"
"3651000-36047043900",3829,"ACCESS2",28.8,"Health Insurance"
"3651000-36047044000",2880,"ACCESS2",11.1,"Health Insurance"
"3651000-36047044100",5643,"ACCESS2",26.3,"Health Insurance"
"3651000-36047044200",2658,"ACCESS2",8.4,"Health Insurance"
"3651000-36047044300",5557,"ACCESS2",23.8,"Health Insurance"
"3651000-36047044400",3336,"ACCESS2",10.8,"Health Insurance"
"3651000-36047044500",4446,"ACCESS2",23.6,"Health Insurance"
"3651000-36047044600",1909,"ACCESS2",13.7,"Health Insurance"
"3651000-36047044700",2310,"ACCESS2",18.6,"Health Insurance"
"3651000-36047044800",1915,"ACCESS2",9.7,"Health Insurance"
"3651000-36047044900",2932,"ACCESS2",21.5,"Health Insurance"
"3651000-36047045000",673,"ACCESS2",12,"Health Insurance"
"3651000-36047045200",2701,"ACCESS2",7.4,"Health Insurance"
"3651000-36047045300",2017,"ACCESS2",21.4,"Health Insurance"
"3651000-36047045400",1852,"ACCESS2",11.2,"Health Insurance"
"3651000-36047045600",2357,"ACCESS2",10.7,"Health Insurance"
"3651000-36047045800",1490,"ACCESS2",7,"Health Insurance"
"3651000-36047046000",3729,"ACCESS2",11.8,"Health Insurance"
"3651000-36047046201",2632,"ACCESS2",10.8,"Health Insurance"
"3651000-36047046202",1803,"ACCESS2",11.4,"Health Insurance"
"3651000-36047046400",2838,"ACCESS2",12.5,"Health Insurance"
"3651000-36047046800",2054,"ACCESS2",11.8,"Health Insurance"
"3651000-36047047000",2886,"ACCESS2",11.9,"Health Insurance"
"3651000-36047047200",3141,"ACCESS2",12.1,"Health Insurance"
"3651000-36047047400",2969,"ACCESS2",11.4,"Health Insurance"
"3651000-36047047600",3646,"ACCESS2",13.9,"Health Insurance"
"3651000-36047047700",3318,"ACCESS2",8,"Health Insurance"
"3651000-36047047800",4848,"ACCESS2",21.1,"Health Insurance"
"3651000-36047048000",3769,"ACCESS2",17.4,"Health Insurance"
"3651000-36047048100",2778,"ACCESS2",11.4,"Health Insurance"
"3651000-36047048200",5331,"ACCESS2",13.7,"Health Insurance"
"3651000-36047048400",5481,"ACCESS2",14.2,"Health Insurance"
"3651000-36047048500",2510,"ACCESS2",10.8,"Health Insurance"
"3651000-36047048600",3568,"ACCESS2",19.9,"Health Insurance"
"3651000-36047048800",4395,"ACCESS2",12.7,"Health Insurance"
